"deduptitle"
"|aBehavioral and neurochemical consequences of methamphetamine-induced neurotoxicity /|cby Tanya L. Wallace |aWallace, Tanya L"
"|aThe loathly lady and the margins of the Middle Ages /|cby Samantha A. Jones |aJones, Samantha A"
"|aIn search of sustainable developments :|ba geographic study of selected ecological and human conditions within Ohio watersheds, circa 1990 /|cby Michael E. Troyer |aTroyer, Michael E"
"|aA child with communication disorders :|bestablishing communication through reading, drawing and writing activities /|cby Angela Katiuska Salmon |aSalmon, Angela Katiuska"
"|aAdaptive performance modeling of reconfigurable VLSI systems /|cby Jeffrey A. Walrath |aWalrath, Jeffrey A"
"|a1990 census of population.|pAncestry of the population in the United States |aCensus of population, 1990|pAncestry of the population in the United States"
"|aOnline learning :|ba study of students' attitudes towards web-based instuction (WBI) /|cby Gülsün Kurubacak |aKurubacak, Gülsün"
"|aTransgenic approaches to elucidate the role of phospholamban in basal contractility and during β-adrenergic stimulation of the heart /|cby Angela Gail Brittsan |aBrittsan, Angela Gail"
"|aHigh-speed optical interconnects for video memory /|cby Amir Hanjani |aHanjani, Amir"
"|aHigh-temperature polymer-silica composites and aerogels, and tear strengths of poly(dimethylsiloxane) networks reinforced with in-situ precipitated silica /|cby Jayasuriya Chandima Kumudinie |aKumudinie, Jayasuriya Chandima"
"|aFamily-centered service delivery in early intervention :|bhome-based versus center-based /|cby Tracey Hamby Hoffman |aHoffman, Tracey Hamby"
"|aPercussion etudes in the context of world music /|cby Steven Wayne Dawson |aDawson, Steven Wayne"
"|aRetinal degeneration and circadian photoentrainment in cone photoreceptor-ablated transgenic mice /|cby Saixia Ying |aYing, Saixia"
"|aAnalysis of ligand-dependent estrogen receptor protein interactions /|cby Gregory Alan Peters |aPeters, Gregory Alan"
"|aFunction of upland habitat in tidal saltmarsh for the small mammal Oryzomys palustris /|cby Beth L. Kruchek |aKruchek, Beth L"
"|aThe hot issue market phenomenon and business conditions /|cby Jae-nam Lee |aLee, Jae-nam"
"|aA helix-loop-helix transcription factor-like gene is located at the mi locus and Identification and characterization of elements necessary for tissue specific expression of lung Krüppel-like factor /|cby Michael J. Hughes |aHughes, Michael J"
"|aNew developments of biotrickling filters :|bexperiments and theories /|cby Yuanxiang Fang |aFang, Yuanxiang"
"|aExpression of the insulin-like growth factors in the mouse uterus :|binsights into embryo implantation /|cby Claudia Lee Henemyre |aHenemyre, Claudia Lee"
"|aMeaning in piano music with a religious theme :|ba philosophical and historical approach /|cby Melinda Lee Hickman |aHickman, Melinda Lee"
"|aStatistical approaches to detect and estimate hormesis /|cby Chunqin Deng |aDeng, Chunqin"
"|aTranslocation and transcriptional arrest during elongation by RNA polymerase II /|cby Irakli Samkurashvili |aSamkurashvili, Irakli"
"|aOrganization, expression, and recombination of major surface glycoprotein genes of Pneumocystis carinii /|cby Joshua K. Schaffzin |aSchaffzin, Joshua K"
"|aA woman leads us :|bleadership for reform in vocational education /|cby by Susan Louise Brown McCarty |aMcCarty, Susan Louise Brown"
"|aThe generation of aryltriazolinedione ylides from phenylhydrazone - PTAD adducts /|cby An Minh Lam |aLam, An Minh"
"|aThe use of covert reinforcement in the acquisition of dental behavior /|cby Alfred James Nigl |aNigl, Alfred J"
"|aThe syntax and semantics of VSPEC, a Larch/VHDL interface specification language /|cby Phillip Baraona |aBaraona, Phillip"
"|aMulti-modal communication in spiders :|binformation content and consequences of signal apparency /|cby J. Andrew Roberts |aRoberts, J. Andrew"
"|aRenal function in diabetes mellitus and the role of nitrc [i.e. nitric] oxide in altered fluid balance states /|cby William Thomas Noonan |aNoonan, William Thomas"
"|aFrom resemblance to divergence :|bstyle characteristics and pianism as seen in selected piano sonatas of Alexander Scriabin and Sergei Rachmaninoff /|cby Yueh-ju Chou |aChou, Yueh-ju"
"|aResidential proximity, traffic volume, social structure and childhood asthma /|cby Yu-mei Chang |aZhang, Yu-mei"
"|aAutoregulatory mechanisms controlling endogenous activation of the aromatic hydrocarbon (AH) receptor /|cby Ching-yi Chang |aChang, Ching-yi"
"|aThe National Board for Professional Teaching Standards (NBPTS) assessment :|blearning style and other factors that lead to success /|cby David Paul Moore |aMoore, David Paul"
"|aExperimental studies on the surface and interfacial properties of polysiloxanes and their interaction with blood proteins /|cby James Oliver Stuart |aStuart, James Oliver"
"|aHigh-temperature graphite/polyimide composite technology /|cby Robert Alan Gray |aGray, Robert Alan"
"|aNeoclassicism and the piano :|bIgor Stravinksy's Concerto for piano and winds and Paul Hindemith's The Four temperaments /|cby I-fen Peng |aPeng, I-fen"
"|aAlfredo Bryce Echenique desde una perspectiva ludica :|bde ""Un mundo para Julius"" al diptico ""Cuaderno de navegacion en un sillon Voltaire /|cby María Elvira Mendoza del Solar |aMendoza del Solar, Maria Elvira"
"|aThe relationship between knowledge of blood-alcohol calculation, perceptions of drink-driving consumption levels, and perceived drink-driving behavior /|cby Cheryl Lynn Owen |aOwen, Cheryl Lynn"
"|aA drying model of a vibro-separator /|cby Yuelei Yang |aYang, Yuelei"
"|aContinuous improvement process in response to an academic watch rating /|cby Jonathan Dale Brown |aBrown, Jonathan Dale"
"|aWe are all student teachers :|ba team approach to mentoring /|cby Tara Rosselot-Durbin |aRosselot-Durbin, Tara"
"|aThe relationship between fathers and father figures, the level of criminality, response to residential treatment, and other measures of adjustment in adolescent male offenders /|cby Megan Tennent Schrantz |aSchrantz, Megan Tennent"
"|aBehavior of inert and biological particles in a respirator filter medium :|bfiltration and reentrainment /|cby Yinge Qian |aQian, Yinge"
"|aSegmented domain decomposition multigrid for 3-D turbomachinery flows /|cby Mark L. Celestina |aCelestina, Mark L"
"|aBringing light to dark places :|ban occupational study of prison chaplains /|cby Jody L. Sundt |aSundt, Jody L"
"|aDevelopment of immunomagnetic bead assay with electrochemical detection for use in a miniaturized sensor /|cby Shobha Purushothama |aPurushothama, Shobha"
"|aDegenerations of elliptic solutions to the quantum Yang-Baxter equation /|cby Robin Carol Endelman |aEndelman, Robin Carol"
"|aDynamical effects of disorder on proximity-coupled Josephson junction arrays /|cby Peter C. Lukens |aLukens, Peter C"
"|aStaging ethnicity, gender, and nation :|bGerman-language drama by female playwrights (1990-1996) /|cby Britta Kallin |aKallin, Britta"
"|aDer amerikanische Präsidentschaftswahlkampf von 1916 im Spiegel des ""Cincinnatier Volksblatts"" /|cby Judith Erna Hammer |aHammer, Judith Erna"
"|aThe effects of an outcome measurement program on hospitalization of adults with severe mental illness /|cby Nancy L. Janszen |aJanszen, Nancy L"
"|aStylistic eclecticism encountered in the tuba music of Alexander Lafayette Chew Wilder with analysis of Sonata no.2 for tuba and piano /|cby Jason Roland Smith |aSmith, Jason Roland"
"|aAn evaluation of a service line's balanced scorecard process /|cby Mandeep K. Bilkhu-Thompson |aBilkhu-Thompson, Mandeep K"
"|aPolyphonic innovations in the piano music of Dmitry Shostakovich :|btwenty-four preludes and fugues /|cby Karina Khalatova |aKhalatova, Karina"
"|aSelf-esteem as a mediator between the quality of interpersonal relationships in the family and children's social acceptance by peers /|cby Marcia L. Galvinhill |aGalvinhill, Marcia L"
"|aA theoretical framework for local adaptive networks in static and dynamic systems /|cby Scott Eric Weaver |aWeaver, Scott Eric"
"|aThe Mestizaje of the canon represented in the works of Helena Maria Viramontes : |bEl Mestizaje del canon representado en las obras de Helena Maria Viramontes /|cby Lydia H. Rodríguez |aRodríguez, Lydia H"
"|a""Asi en la tierra como en el cielo"" :|ba musical approach to poetry /|cby Marianella Perpetua Machado-Echezuría |aMachado-Echezuría, Marianella Perpetua"
"|aFolk, traditional, and non-Western elements in the choral works of Sid Robinovitch /|cby Ian R. Loeppky |aLoeppky, Ian R"
"|aThe Myers-Briggs type of college student leaders :|ba comparison of a residential and a commuter campus /|cby Kimberly Vess Darst |aDarst, Kimberly Vess"
"|aA Bayes-Markov approach to inverse problems for radioactive tracers in fractured rock /|cby Nela Zavaljevski |aZavaljevski, Nela"
"|aMechanisms of action of the estrogen receptor/|cby Cameron Quinn Sheeler |aSheeler, Cameron Quinn"
"|aSocio-linguistic interactions between two young children with disabilities and their play partners /|cby Pamelazita Wilbur Buschbacher |aBuschbacher, Pamelazita Wilbur"
"|aCyclodextrin versatility. Part 1. Binary and ternary cyclodextrin complexes with nonionic surfactants. Part 2. Utilization of sulfated beta-cyclodextyrin in preparative electrophoretic chiral separation of ritalin enantiomers/|cby Eva Schneiderman |aSchneiderman, Eva"
"|aKupffer cells and hepatocytes in thermal injury :|btheir functional alterations and interaction /|cby Junzheng Wu |aWu, Junzheng"
"|aDevelopmental outcomes for young adults with sickle cell disease :|ba case controlled study /|cby J. Mark McKellop |aMcKellop, J. Mark"
"|aA comparative analysis of J. S. Bach's three partitas for solo violin /|cby Jimin Ham |aHam, Jimin"
"|aReconsidering domestic violence recidivism :|bthe impact of court dispositions and stake in conformity /|cby Amy B. Thistlethwaite |aThistlethwaite, Amy B"
"|aStudies on the secondary structure of L-type voltage-dependent calcium channel pore regions /|cby Sheryl E. Koch |aKoch, Sheryl E"
"|aThe behavioral and neuroendocrine effects of d,I-fenfluramine in rats /|cby LaRonda L. Morford |aMorford, LaRonda L"
"|aGiovanni Benedetto Platti, 12 cello concerti :|ba stylistic study of features /|cby Whitney Griggs |aGriggs, Whitney"
"|aApplication of matched field processing methods to source localization in structural dynamics /|cby Matthew A. Craun |aCraun, Matthew A"
"|aA revision of the genus Pleuridium (Musci) /|cby Kwok Leung Yip |aYip, Kwok Leung"
"|aGenetically manipulated mouse models for the study of insulin-like growth factor I in bone /|cby Mei Zhang |aZhang, Mei"
"|aThe structural mechanism of β-adrenergic modulation of cardiac troponin switch calcium sensitivity /|cby Maxwell Bret Abbott |aAbbott, Maxwell Bret"
"|aMolecular analysis of Mycobacterium community shifts in soil during the biodegradation of polycyclic aromatic hydrocarbons /|cby Pui Yi Cheung |aCheung, Pui Yi"
"|aCharacterization of the complement resistance mechanism of Bordetella pertussis /|cby Michael Barnes |aBarnes, Michael"
"|aThe protective actions of cyclosporin A in lung injury /|cby Elizabeth M. Matthew |aMatthew, Elizabeth M"
"|aThe impact of community service work on adult state prisoners using a restorative justice framework /|cby Reginald Alan Wilkinson |aWilkinson, Reginald Alan"
"|a""We're not here"" :|blingustic accommodation between AAVE and WAVE-speaking youngsters in an urban middle school /|cby Rosalind Raymond Gann |aGann, Rosalind Raymond"
"|aPsychological constructs, dictators and the world press /|cby Christine A. Gerety |aGerety, Christine A"
"|aAerosolization during indoor lead abatement :|bcharacterization of released particles and evaluation of lead hazard control procedures /|cby Kyoo-Tae Choe |aChoe, Kyoo-Tae"
"|aCorrosion protection of galvanized steels by silane-based treatments /|cby Wei Yuan |aYuan, Wei"
"|aSimulation-based estimation of tolerance intervals /|cby Engyee Jack Chen |aChen, Engyee Jack"
"|aThe new mobile worker :|bcontemporary processes and concepts /|cby Dallas Leung |aLeung, Dallas"
"|aOlder adults managing multiple medications at home /|cby Deborah A. Wendt |aWendt, Deborah A."
"|aSynthesis and characterization of novel polypeptide hydrogels /|cby Éder Domingos de Oliveira |aOliveira, Éder Domingos de"
"|aMake-buy decision making :|ba multi-theoretical examination /|cby Thomas M. Debbink |aDebbink, Thomas M"
"|aOral proficiency testing and language progress over time /|cby Isabel Parra Olivares |aOlivares, Isabel Parra"
"|aFamiliar voices in a new tongue :|bstylistic influences of Igor Stravinsky (1882-1971), Aaron Copland (1900-90), and Benjamin Britten (1913-76) on the organ works of Dan Locklair (B. 1949)/|cby Catherine Hicks |aHicks, Catherine"
"|aMatrix isolated infrared spectroscopic study of the oxidation reaction intermediates of electron donors by chromyl chloride /|cby Susan Rae Anderson |aAnderson, Susan Rae"
"|aChildhood trauma, dissociation and borderline personality disorder /|cby Christine Elizabeth Kidwell |aKidwell, Christine Elizabeth"
"|aPhotoluminescence and Raman scattering studies of CdSe self-assembled quantum dots grown on ZnSe /|cby Heesuk Rho |aRho, Heesuk"
"|aNon-harmonic tones as aesthetic elements in Chopin's Preludes, Op. 28 /|cby Yangkyung Lee |aLee, Yangkyung"
"|aMusic and language in Johann Hermann Schein's sacred works /|cby Wilhelm Schulte |aSchulte, Wilhelm"
"|aInferring settlement formation patterns: a GIS-based Harris Matrix Analysis of a prehistoric masonry ruin in the Upper Basin, Kaibab National Forest, Northern Arizona /|cby Thomas I. Fugate |aFugate, Thomas I"
"|aHearing impariments in mice deficient in plasma membrane Ca²⁺-ATPase isoform 2 /|cby Peter J. Kozel |aKozel, Peter J"
"|aLaryngeal function and vocal fatigue after prolonged loud reading in individuals with unilateral vocal fold paralysis /|cby Lisa Nelson Kelchner |aKelchner, Lisa Nelson"
"|aAssessment practices of third and fifth grade science teachers :|ba comprison to the style/format, process, and content of Ohio's Proficency Yests /|cby David C. Janson |aJanson, David C"
"|aSite facilitator roles in videoconferencing :|bimplications for training /|cby Carman Kay Wakefield |aWakefield, Carman Kay"
"|aCommunity policing and federal civil liability under 42 USC 1983 /|cby Thomas ""Tad"" Hughes |aHughes, Thomas ""Tad"""
"|aNutrient transport in beaches :|beffect of tides, waves, and buoyancy /|cby Michel C. Boufadel |aBoufadel, Michel C"
"|aBeyond the word :|bsentence writing in adults with non-fluent aphasia and matched normals /|cby Angel L. Ball |aBall, Angel L"
"|aInstructional planning :|bthe preactive approaches of elementary teachers /|cby Adrienne Jeannine Conliffe James |aJames, Adrienne Jeannine Conliffe"
"|aThe effects of providing feedback regarding client symptomatology on psychotherapy outcome /|cby Paul R. Galvinhill |aGalvinhill, Paul R"
"|aNeurocognitive correlates of prefrontal cortex subregion volumes in bipolar disorder /|cby Molly E. Zimmerman |aZimmerman, Molly E"
"|aThematic unity in Nicolas Medtner's works for piano :|bSkazki, sonatas, and piano quintet /|cby David J. Skvorak |aSkvorak, David J"
"|aThe influence of folk and popular music on twentieth-century flute music of Brazil /|cby Kristen Lia Smith |aSmith, Kristen Lia"
"|aPattern analysis on the works of Bonnie Cashin from the 1960s to the 1970s /|cby Eun Kyung Kim |aKim, Eun-Kyung"
"|aExplaining police activities across urban neighborhoods /|cby Brad W. Smith |aSmith, Brad W"
"|aFrontal lobe morphometry and executive functioning in children at risk for bipolar disorder /|cby Amy J. Jak |aJak, Amy J"
"|aA prospective study of coffee consumption, nausea, and hormone levels of early pregnancy /|cChristina C. Lawson |aLawson, Christina C"
"|aThe relationship between spirituality, religious affiliation, psychological well-being, and adjustment of undergraduate, Appalachian, first-generation students /|cby Sandra Duncan Wathen |aWathen, Sandra Duncan"
"|aIdentification and functional consequences of genetic variations in the human β₁-adrenergic receptor /|cby Deborah A. Rathz |aRathz, Deborah A"
"|aJottings in Japan :|bthe travels of Dr. Raymond Walters to Japan, 1949 /|c Edited by Philip Walters, Transcribed by Dorothy Walters |aWalters, Philip"
"|aThe modularity thesis, connectionist thesis, and apparent motion perception :|ban examination of two competing theories and underlying philosophical assumptions /|cby Robert Paul Straveler II |aStraveler, Robert Paul"
"|aThe effect of a constructivist mathematics methods course on the level of mathematics anxiety in preservice early childhood teachers /|cby Debora L. Couch-Kuchey |aCouch-Kuchey, Debora L"
"|aAll silicon multichip module with integrated thermal management system for electronics and MEMS applications /|cby Joerg Pilchowski |aPilchowski, Joerg"
"|aOptimal sensor placement for control of a supersonic mixed-compression inlet with variable geometry /|cby Kenneth Thomas Moore |aMoore, Kenneth Thomas"
"|aEssays in internet economics /|cby Amarendra Kumar Sharma |aSharma, Amarendra Kumar"
"|aRegulation of oxidative-stress-responsive genes :|binvolvement of Cyp1a1 and relationship with glutathione and apoptosis /|cby Matthew Z. Dieter |aDieter, Matthew Z"
"|aDefining the belt voice :|bperceptual judgements and objective measures /|cby Wendy Lynn DeLeo LeBorgne |aLeBorgne, Wendy DeLeo"
"|aAn ecobehavioral consultation model for addressing needs of early childhood language minority students :|ba preliminary study /|cby Karin Nelson |aNelson, Karin"
"|aEvaluation of personal aerosol samplers /|cby Vitaly A. Aizenberg |aAizenberg, Vitaly A"
"|aA qualitative study and program evaluation of the partnership between the United States Department of Agriculture and the Hispanic Serving Institutions /|cby Patricia G. Luna |aLuna, Patricia G"
"|aLinking vocabulary to imagery :|bimproving science knowledge through multimedia design /|cby Tracy R. Adler |aAdler, Tracy R"
"|aNitric oxide mediated neuronal signaling and cardiovascular regulation in the periaqueductal gray region of the midbrain /|cby Charles William Hall, Jr |aHall, Charles William"
"|aThe Napoleonic press :|bthe public sphere and oppositionary journalism /|cby Dennis A. Trinkle |aTrinkle, Dennis A"
"|aKinetics, processing, and properties of Si/SiC composites fabricated by reactive-melt infiltration /|cby Hong Zhou |aZhou, Hong"
"|aAn evaluation of a steady-state visual evoked response-based control /|cby Keith S. Jones |aJones, Keith S"
"|a""Write me"" :|ba participatory action research project with urban Appalachian girls /|cby Tammy Ann Schwartz |aSchwartz, Tammy Ann"
"|aDietary exposure of children living in lead-laden environments /|cby Lisa Jo Barlion |aBarlion, Lisa Jo"
"|aThe meaning of severe visual impairment to older women /|cby Linda Weaver Moore |aMoore, Linda Weaver"
"|aNear-field scanning optical microscopy of optical channel waveguide structures /|cby Susan M. Lindsay |aLindsay, Susan M"
"|aInterfaces for liquid sample introduction for inductively coupled plasma-mass spectrometry and applications of elemental speciation with ICP-MS detection including arsenic in apples and selenium in dietary food supplements /|cby Clayton B'Hymer |aB'Hymer, Clayton"
"|aFabrication and characterization of organic materials based electro-optic guided-wave, memory storage and electroluminescent devices /|cby Ramkumar Sivaraman |aSivaraman, Ramkumar"
"|aCitizen service and American citizenship /|cby Donald Stuart Travis |aTravis, Donald Stuart"
"|aWittgenstein and the dialectical representation of concepts /|cby Tracy W. Jamison |aJamison, Tracy W"
"|aGenetic and environmental contributions to offending over the life course /|cby Lisa M. McCartan |aMcCartan, Lisa M"
"|aBinder and disintegrant interactions in fluidized bed granulation /|cby Apeenun Laohavichien |aLaohavichien, Apeenun"
"|aAutomated component retrieval and adaptation using formal specifications /|cby John J. Penix |aPenix, John J"
"|aPartitioning under multiple constraints /|cby Gregory J. Tumbush |aTumbush, Gregory J"
"|aOpening the 'black box' :|bassessing the relationship between program integrity and recidivism /|cby Alexander M. Holsinger |aHolsinger, Alexander M"
"|aAn examination of selected songs by Richard Hundley /|cby Lisa A. Cellucci |aCellucci, Lisa A"
"|aElectro-magnetic properties and engineering applications of single-domain high temperature superconductor YBa₂Cu₃Ox /|cby Dehui Qu |aQu, Dehui"
"|aThe relative contributions of executive functions and psychiatric symptomatology to psychosocial competence in schizophrenia /|cby Renata E. Harland |aHarland, Renata E"
"|aDeciphering the role of TFIIB in transcriptional activation and start site determination /|cby Daniel J. Carson |aCarson, Daniel J"
"|aChemistry of the oxaphospholenes :|bI. Reactivity after allylic deprotonation ; II. Electron transfer chemistry /|cby Mark A. Guttadauro |aGuttadauro, Mark A."
